Name,BSE Code,NSE Code,Industry Group,Industry
SJS Enterprises,543387,SJS,Auto Components,Auto Components & Equipments
Cupid,530843,CUPID,Personal Products,Personal Care
SBI Life Insuran,540719,SBILIFE,Insurance,Life Insurance
Siddhes. Garment,526877,,Commercial Services & Supplies,Trading & Distributors
True Green,533407,,Textiles & Apparels,Other Textile Products
Modern Insulator,515008,,Electrical Equipment,Other Electrical Equipment
S. V. J. Enterp.,543799,,"Paper, Forest & Jute Products",Paper & Paper Products
United Nilgiri,,UNITEDTEA,Agricultural Food & other Products,Tea & Coffee
Macobs Technolo.,,MACOBSTECH,Personal Products,Personal Care
Pushpa Jewellers,,PUSHPA,Consumer Durables,"Gems, Jewellery And Watches"
Crimson Metal,526977,,Industrial Products,Iron & Steel Products
APL Apollo Tubes,533758,APLAPOLLO,Industrial Products,Iron & Steel Products
Divi's Lab.,532488,DIVISLAB,Pharmaceuticals & Biotechnology,Pharmaceuticals
Aimtron,,AIMTRON,Industrial Manufacturing,Industrial Products
Blue Water,,BLUEWATER,Transport Services,Logistics Solution Provider
Kalyani Cast-Tec,544023,,Industrial Manufacturing,Industrial Products
Nurture Well Industries,531889,,Finance,Holding Company
Connplex Cinemas,,CONNPLEX,Entertainment,"Film Production, Distribution & Exhibition"
Craftsman Auto,543276,CRAFTSMAN,Auto Components,Auto Components & Equipments
SBI,500112,SBIN,Banks,Public Sector Bank
Coal India,533278,COALINDIA,Consumable Fuels,Coal
Shri Ahimsa,,SHRIAHIMSA,Food Products,Other Food Products
KS Smart Technlogies,516038,,IT - Services,IT Enabled Services
Mangal Compuso.,544287,,Commercial Services & Supplies,Diversified Commercial Services
Purohit Const.,538993,,Realty,"Residential, Commercial Projects"
Emrock Corporation,531676,,Food Products,Packaged Foods
Le Merite Export,,LEMERITE,Textiles & Apparels,Other Textile Products
Novartis India,500672,NOVARTIND,Pharmaceuticals & Biotechnology,Pharmaceuticals
Bharti Airtel,532454,BHARTIARTL,Telecom - Services,Telecom - Cellular & Fixed line services
BharatRohan Air.,544535,,Agricultural Food & other Products,Other Agricultural Products
Acetech E-Commerce,,ACETEC,Retailing,E-Retail/ E-Commerce
Zydus Wellness,531335,ZYDUSWELL,Food Products,Packaged Foods
Swadha Nature,531039,,Commercial Services & Supplies,Diversified Commercial Services
Kandarp Digi,,KANDARP,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Influx Health.,,INFLUX,Pharmaceuticals & Biotechnology,Pharmaceuticals
Asarfi Hospital,543943,,Healthcare Services,Hospital
Binayaka Tex Pr,523054,,Textiles & Apparels,Other Textile Products
India Finsec,535667,,Finance,Non Banking Financial Company (NBFC)
HRS Aluglaze,544656,,Industrial Manufacturing,Industrial Products
Nippon Life Ind.,540767,NAM-INDIA,Capital Markets,Asset Management Company
Indo Borax & Ch.,524342,INDOBORAX,Chemicals & Petrochemicals,Commodity Chemicals
Inox India,544046,INOXINDIA,Industrial Products,Other Industrial Products
Times Green Ener,543310,,Agricultural Food & other Products,Other Agricultural Products
Citizen Infoline,538786,,Media,Print Media
B2B Soft.Tech.,531268,,IT - Software,Software Products
Silky Overseas,,SILKY,Textiles & Apparels,Other Textile Products
HP Telecom,,HPTL,Commercial Services & Supplies,Trading & Distributors
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals
Kwality Pharma,539997,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Vision Infra,,VIESL,Commercial Services & Supplies,Diversified Commercial Services
Transchem,500422,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Simplex Castings,513472,,Industrial Products,Other Industrial Products
RRPSemiconductor,504346,,Finance,Other Financial Services
Sunrakshakk Inds,539300,,Textiles & Apparels,Other Textile Products
Dynamatic Tech.,505242,DYNAMATECH,Industrial Manufacturing,Industrial Products
Identixweb,544388,,IT - Software,Computers - Software & Consulting
OBSC Perfection,,OBSCP,Auto Components,Auto Components & Equipments
KRM Ayurveda,,KRMAYURVED,Pharmaceuticals & Biotechnology,Pharmaceuticals
Avanti Feeds,512573,AVANTIFEED,Food Products,Animal Feed
Ujjivan Small,542904,UJJIVANSFB,Banks,Other Bank
Mobilise App,,MOBILISE,IT - Software,Software Products
Tradewell Hold,531203,,Commercial Services & Supplies,Consulting Services
Larsen & Toubro,500510,LT,Construction,Civil Construction
Sarda Energy,504614,SARDAEN,Ferrous Metals,Iron & Steel
Colab Platforms,542866,,Finance,Other Financial Services
Jindal Stain.,532508,JSL,Ferrous Metals,Iron & Steel
Paradeep Pari.,544383,,Transport Services,Logistics Solution Provider
Usha Martin,517146,USHAMART,Industrial Products,Iron & Steel Products
Pankaj Polymers,531280,,Industrial Products,Packaging
ICICI Bank,532174,ICICIBANK,Banks,Private Sector Bank
UltraTech Cem.,532538,ULTRACEMCO,Cement & Cement Products,Cement & Cement Products
SKF India Indus.,544572,SKFINDUS,Industrial Products,Abrasives & Bearings
RRP Defense,530929,,Commercial Services & Supplies,Trading & Distributors
Baheti Recycling,,BAHETI,Industrial Products,"Aluminium, Copper & Zinc Products"
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company
PNGS Reva Diamo.,544718,PNGSREVA,Consumer Durables,"Gems, Jewellery And Watches"
L G Balakrishnan,500250,LGBBROSLTD,Auto Components,Auto Components & Equipments
C P C L,500110,CHENNPETRO,Petroleum Products,Refineries & Marketing
Jayesh Logistics,,JAYESH,Transport Services,Logistics Solution Provider
Choksi Asia,530427,,Healthcare Equipment & Supplies,Medical Equipment & Supplies
S I Cap. & Fin.,530907,,Commercial Services & Supplies,Diversified Commercial Services
Eicher Motors,505200,EICHERMOT,Automobiles,2/3 Wheelers
Shriram Finance,511218,SHRIRAMFIN,Finance,Non Banking Financial Company (NBFC)
Sundaram Finance,590071,SUNDARMFIN,Finance,Non Banking Financial Company (NBFC)
Knowledge Marine,543273,KMEW,Engineering Services,Dredging
Tour. Fin. Corp.,526650,TFCILTD,Finance,Financial Institution
Arvind Ltd,500101,ARVIND,Textiles & Apparels,Garments & Apparels
Tanfac Inds.,506854,,Chemicals & Petrochemicals,Commodity Chemicals
NTPC,532555,NTPC,Power,Power Generation
Ajanta Pharma,532331,AJANTPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals
Quality Power El,544367,QPOWER,Electrical Equipment,Heavy Electrical Equipment
S.A.L Steel,532604,SALSTEEL,Ferrous Metals,Sponge Iron
Nanta Tech,544668,,Consumer Durables,Consumer Electronics
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,Housing Finance Company
Stylam Industrie,526951,STYLAMIND,Consumer Durables,Plywood Boards/ Laminates
Ideal Technopl.,,IDEALTECHO,Industrial Products,Packaging
KMC Speciality,524520,,Healthcare Services,Hospital
Yatharth Hospit.,543950,YATHARTH,Healthcare Services,Hospital
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Astra Microwave,532493,ASTRAMICRO,Aerospace & Defense,Aerospace & Defense
Force Motors,500033,FORCEMOT,Automobiles,Passenger Cars & Utility Vehicles
Karur Vysya Bank,590003,KARURVYSYA,Banks,Private Sector Bank
Iware Supplych.,,IWARE,Transport Services,Logistics Solution Provider
AFLOAT Enterpris,543377,,Industrial Products,Iron & Steel Products
Karnataka Bank,532652,KTKBANK,Banks,Private Sector Bank
Waaree Energies,544277,WAAREEENER,Electrical Equipment,Other Electrical Equipment
Manappuram Fin.,531213,MANAPPURAM,Finance,Non Banking Financial Company (NBFC)
Transport Corp.,532349,TCI,Transport Services,Logistics Solution Provider
ACS Tech,530745,,IT - Services,IT Enabled Services
Netlink Solns(I),509040,,IT - Software,Software Products
Mobavenue AI Tech,539682,,IT - Software,Software Products
The Peria Karamalai Tea,,PKTEA,Agricultural Food & other Products,Tea & Coffee
Precot,,PRECOT,Textiles & Apparels,Other Textile Products
HDFC AMC,541729,HDFCAMC,Capital Markets,Asset Management Company
Khazanchi Jewell,543953,,Consumer Durables,"Gems, Jewellery And Watches"
Purple Wave Info,544627,,Industrial Manufacturing,Industrial Products
G M Breweries,507488,GMBREW,Beverages,Breweries & Distilleries
Sayaji Industr,540728,,Agricultural Food & other Products,Other Agricultural Products
Midwest Gold,526570,,Other Construction Materials,Other Construction Materials
V-Marc India,,VMARCIND,Industrial Products,Cables - Electricals
Power Grid Corpn,532898,POWERGRID,Power,Power - Transmission
Shyam Metalics,543299,SHYAMMETL,Industrial Products,Iron & Steel Products
Orkla India,544595,ORKLAINDIA,Food Products,Other Food Products
HVAX Technolog.,,HVAX,Construction,Civil Construction
Oricon Enterpris,513121,ORICONENT,Industrial Products,Packaging
Bannari Amm.Sug.,500041,BANARISUG,Agricultural Food & other Products,Sugar
York Exports,530675,,Consumer Durables,"Gems, Jewellery And Watches"
Sar Auto Prod.,538992,,Auto Components,Auto Components & Equipments
Marushika Tech.,,MARUSHIKA,IT - Hardware,Computers Hardware & Equipments
Welspun Investme,533252,WELINV,Finance,Investment Company
Polycab India,542652,POLYCAB,Industrial Products,Cables - Electricals
Yogi Ltd,511702,,Finance,Non Banking Financial Company (NBFC)
Haryana Fin. Co.,530927,,Finance,Financial Institution
Entero Healthcar,544122,ENTERO,Retailing,Pharmacy Retail
AB Cotspin,544522,ABCOTS,Textiles & Apparels,Other Textile Products
Sirca Paints,543686,SIRCA,Consumer Durables,Paints
Shreeji Ship. Gl,544490,SHREEJISPG,Transport Services,Shipping
Go Digit General,544179,GODIGIT,Insurance,General Insurance
Nirmitee Robotic,543194,,Commercial Services & Supplies,Diversified Commercial Services
Bhagyanagar Ind,512296,BHAGYANGR,Non - Ferrous Metals,Copper
KSB,500249,KSB,Industrial Products,"Compressors, Pumps & Diesel Engines"
Acutaas Chemical,543349,ACUTAAS,Pharmaceuticals & Biotechnology,Pharmaceuticals
B.A.G. Converge.,,BAGDIGITAL,Entertainment,Digital Entertainment
Tejas Cargo,,TEJASCARGO,Transport Services,Logistics Solution Provider
Mahamaya Lifesc.,544611,,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Hero Motocorp,500182,HEROMOTOCO,Automobiles,2/3 Wheelers
Jetmall Spices,543286,,Food Products,Other Food Products
South Ind.Bank,532218,SOUTHBANK,Banks,Private Sector Bank
Krishna Institu.,543308,KIMS,Healthcare Services,Hospital
M & M,500520,M&M,Automobiles,Passenger Cars & Utility Vehicles
Shayona Eng.,544686,,Industrial Products,Castings & Forgings
SG Mart,512329,SGMART,Metals & Minerals Trading,Trading - Metals
Rishabh Sp. Yarn,514177,,Textiles & Apparels,Other Textile Products
RDB Rasayans,533608,,Industrial Products,Packaging
VST Till. Tract.,531266,VSTTILLERS,"Agricultural, Commercial & Construction Vehicles",Tractors
Prime Securities,500337,PRIMESECU,Finance,Other Financial Services
Nagpur Power,532362,,Ferrous Metals,Ferro & Silica Manganese
Silkflex Polymer,,SILKFLEX,Chemicals & Petrochemicals,Specialty Chemicals
Sihora Indust.,544585,,Textiles & Apparels,Other Textile Products
CG Power & Ind,500093,CGPOWER,Electrical Equipment,Heavy Electrical Equipment
Tata Power Co.,500400,TATAPOWER,Power,Integrated Power Utilities
Kotak Mah. Bank,500247,KOTAKBANK,Banks,Private Sector Bank
Tech Mahindra,532755,TECHM,IT - Software,Computers - Software & Consulting
Panchmahal Steel,513511,,Industrial Products,Iron & Steel Products
Trident Lifeline,543616,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Max Financial,500271,MFSL,Insurance,Life Insurance
Gandhi Spl. Tube,513108,GANDHITUBE,Industrial Products,Iron & Steel Products
Energy InfrTrust,542543,,Gas,Gas Transmission/Marketing
Fiem Industries,532768,FIEMIND,Auto Components,Auto Components & Equipments
Roadstar Infra,544374,ROADSTAR,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
Msafe Equipments,544695,,Non - Ferrous Metals,Aluminium
AMS Polymers,540066,,Chemicals & Petrochemicals,Specialty Chemicals
Team India Guar.,511559,TEAMGTY,Finance,Non Banking Financial Company (NBFC)
Flywings Simula.,,FWSTC,Other Consumer Services,Education
MRF,500290,MRF,Auto Components,Tyres & Rubber Products
Mardia Samyoung,513544,,Non - Ferrous Metals,Copper
Canara Bank,532483,CANBK,Banks,Public Sector Bank
Freshara Agro,,FRESHARA,Food Products,Other Food Products
Shilpa Medicare,530549,SHILPAMED,Pharmaceuticals & Biotechnology,Pharmaceuticals
Synergy Green,541929,SGIL,Industrial Products,Castings & Forgings
Omega Interactiv,511644,,IT - Software,Software Products
Bai-Kakaji Poly.,544670,,Consumer Durables,Plastic Products - Consumer
Bansal Roofing,538546,,Industrial Products,Iron & Steel Products
Ram Ratna Wires,522281,RAMRAT,Electrical Equipment,Other Electrical Equipment
Gaudium IVF,544709,GAUDIUMIVF,Healthcare Services,Healthcare Service Provider
Rashi Peripheral,544119,RPTECH,IT - Hardware,Computers Hardware & Equipments
Mangal Credit,505850,MANCREDIT,Finance,Non Banking Financial Company (NBFC)
Goodluck India,530655,GOODLUCK,Industrial Products,Iron & Steel Products
Exato Technologies,544626,,IT - Services,IT Enabled Services
Century Plyboard,532548,CENTURYPLY,Consumer Durables,Plywood Boards/ Laminates
Simm. Marshall,507998,,Auto Components,Auto Components & Equipments
Sudeep Pharma,544619,SUDEEPPHRM,Pharmaceuticals & Biotechnology,Pharmaceuticals
Persistent Systems,533179,PERSISTENT,IT - Software,Computers - Software & Consulting
Fedbank Financi.,544027,FEDFINA,Finance,Non Banking Financial Company (NBFC)
Tilaknagar Inds.,507205,TI,Beverages,Breweries & Distilleries
Muthoot Finance,533398,MUTHOOTFIN,Finance,Non Banking Financial Company (NBFC)
Remi Edelstahl,513043,,Industrial Products,Iron & Steel Products
Concord Drugs,538965,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Bank of Baroda,532134,BANKBARODA,Banks,Public Sector Bank
Bosch,500530,BOSCHLTD,Auto Components,Auto Components & Equipments
Blackbuck,544288,BLACKBUCK,Transport Services,Transport Related Services
Kumbhat Fin.,526869,,Finance,Non Banking Financial Company (NBFC)
Bervin Invest.,531340,,Finance,Other Financial Services
Shukra Bullions,531506,,Commercial Services & Supplies,Diversified Commercial Services
ZF Commercial,533023,ZFCVINDIA,Auto Components,Auto Components & Equipments
Minda Corp,538962,MINDACORP,Auto Components,Auto Components & Equipments
Ashtasidhhi Ind,531341,,Finance,Non Banking Financial Company (NBFC)
Commerl. Synbags,539986,COMSYN,Industrial Products,Packaging
The Ramco Cement,500260,RAMCOCEM,Cement & Cement Products,Cement & Cement Products
SML Mahindra,505192,SMLMAH,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
KEI Industries,517569,KEI,Industrial Products,Cables - Electricals
CARE Ratings,534804,CARERATING,Capital Markets,Ratings
Tata Motors,544569,TMCV,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
Sanofi Consumer,544250,SANOFICONR,Pharmaceuticals & Biotechnology,Pharmaceuticals
Bhagwati Auto,504646,,Auto Components,Auto Components & Equipments
Shanti Educat.,539921,,Other Consumer Services,Education
Ishita Drugs,524400,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Pricol Ltd,540293,PRICOLLTD,Auto Components,Auto Components & Equipments
Mega Fin (India),532105,,Commercial Services & Supplies,Diversified Commercial Services
P S Raj Steels,,PSRAJ,Industrial Products,Iron & Steel Products
Kwality Wall's,544622,KWIL,Food Products,Dairy Products
Kovai Medical,523323,KOVAI,Healthcare Services,Hospital
Schaeffler India,505790,SCHAEFFLER,Auto Components,Auto Components & Equipments
Aditya Vision,540205,AVL,Retailing,Speciality Retail
Mena Mani Inds.,531127,,Finance,Non Banking Financial Company (NBFC)
Admach Systems,544669,,Industrial Manufacturing,Industrial Products
Nava,513023,NAVA,Power,Power Generation
Helloji Holidays,544630,,Leisure Services,"Tour, Travel Related Services"
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments
I Power Solution,512405,,IT - Services,IT Enabled Services
Jamna Auto Inds.,520051,JAMNAAUTO,Auto Components,Auto Components & Equipments
Aryavan Enterprise,539455,,Industrial Products,Iron & Steel Products
Godavari Bioref.,544279,GODAVARIB,Diversified FMCG,Diversified FMCG
PTC Industries,539006,PTCIL,Industrial Products,Other Industrial Products
Benares Hotels,509438,,Leisure Services,Hotels & Resorts
Anthem Bioscienc,544449,ANTHEM,Pharmaceuticals & Biotechnology,Biotechnology
CEAT,500878,CEATLTD,Auto Components,Tyres & Rubber Products
Amanaya Ventures,543804,,Non - Ferrous Metals,Precious Metals
Santosh Fin Fab,530035,,Textiles & Apparels,Other Textile Products
Anondita Medi.,,ANONDITA,Personal Products,Personal Care
Studds Accessor.,544599,STUDDS,Auto Components,Auto Components & Equipments
ASK Automotive,544022,ASKAUTOLTD,Auto Components,Auto Components & Equipments
Guj Apollo Inds,522217,GUJAPOLLO,Industrial Manufacturing,Industrial Products
Kalpataru Proj.,522287,KPIL,Construction,Civil Construction
